"county","cbsa10","cbsatype10","cntyname","cbsaname10","pop10","afact"
"county","cbsa10","cbsatype10","cntyname","2010 CBSA Name","Total Pop, 2010 census","county to cbsatype10 alloc factor"
"49055","99999"," ","Wayne UT","99999",2778,1 
"49057","36260","Metro","Weber UT","Ogden-Clearfield, UT Metropolitan Statistical Area",231236,1 
"50001","99999"," ","Addison VT","99999",36821,1 
"50003","13540","Micro","Bennington VT","Bennington, VT Micropolitan Statistical Area",37125,1 
"50005","99999"," ","Caledonia VT","99999",31227,1 
"50007","15540","Metro","Chittenden VT","Burlington-South Burlington, VT Metropolitan Statistical Area",156545,1 
"50009","13620","Micro","Essex VT","Berlin, NH-VT Micropolitan Statistical Area",6306,1 
"50011","15540","Metro","Franklin VT","Burlington-South Burlington, VT Metropolitan Statistical Area",47746,1 
"50013","15540","Metro","Grand Isle VT","Burlington-South Burlington, VT Metropolitan Statistical Area",6970,1 
"50015","99999"," ","Lamoille VT","99999",24475,1 
"50017","30100","Micro","Orange VT","Lebanon, NH-VT Micropolitan Statistical Area",28936,1 
"50019","99999"," ","Orleans VT","99999",27231,1 
"50021","40860","Micro","Rutland VT","Rutland, VT Micropolitan Statistical Area",61642,1 
"50023","12740","Micro","Washington VT","Barre, VT Micropolitan Statistical Area",59534,1 
"50025","99999"," ","Windham VT","99999",44513,1 
"50027","30100","Micro","Windsor VT","Lebanon, NH-VT Micropolitan Statistical Area",56670,1 
"51001","99999"," ","Accomack VA","99999",33164,1 
"51003","16820","Metro","Albemarle VA","Charlottesville, VA Metropolitan Statistical Area",98970,1 
"51005","99999"," ","Alleghany VA","99999",16250,1 
"51007","40060","Metro","Amelia VA","Richmond, VA Metropolitan Statistical Area",12690,1 
"51009","31340","Metro","Amherst VA","Lynchburg, VA Metropolitan Statistical Area",32353,1 
"51011","31340","Metro","Appomattox VA","Lynchburg, VA Metropolitan Statistical Area",14973,1 
"51013","47900","Metro","Arlington VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",207627,1 
"51015","44420","Micro","Augusta VA","Staunton-Waynesboro, VA Micropolitan Statistical Area",73750,1 
"51017","99999"," ","Bath VA","99999",4731,1 
"51019","31340","Metro","Bedford VA  (R)","Lynchburg, VA Metropolitan Statistical Area",68676,1 
"51021","99999"," ","Bland VA","99999",6824,1 
"51023","40220","Metro","Botetourt VA","Roanoke, VA Metropolitan Statistical Area",33148,1 
"51025","99999"," ","Brunswick VA","99999",17434,1 
"51027","99999"," ","Buchanan VA","99999",24098,1 
"51029","99999"," ","Buckingham VA","99999",17146,1 
"51031","31340","Metro","Campbell VA","Lynchburg, VA Metropolitan Statistical Area",54842,1 
"51033","40060","Metro","Caroline VA","Richmond, VA Metropolitan Statistical Area",28545,1 
"51035","99999"," ","Carroll VA","99999",30042,1 
"51036","40060","Metro","Charles City VA","Richmond, VA Metropolitan Statistical Area",7256,1 
"51037","99999"," ","Charlotte VA","99999",12586,1 
"51041","40060","Metro","Chesterfield VA","Richmond, VA Metropolitan Statistical Area",316236,1 
"51043","47900","Metro","Clarke VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",14034,1 
"51045","40220","Metro","Craig VA","Roanoke, VA Metropolitan Statistical Area",5190,1 
"51047","19020","Micro","Culpeper VA","Culpeper, VA Micropolitan Statistical Area",46689,1 
"51049","40060","Metro","Cumberland VA","Richmond, VA Metropolitan Statistical Area",10052,1 
"51051","99999"," ","Dickenson VA","99999",15903,1 
"51053","40060","Metro","Dinwiddie VA","Richmond, VA Metropolitan Statistical Area",28001,1 
"51057","99999"," ","Essex VA","99999",11151,1 
"51059","47900","Metro","Fairfax VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",1081726,1 
"51061","47900","Metro","Fauquier VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",65203,1 
"51063","99999"," ","Floyd VA","99999",15279,1 
"51065","16820","Metro","Fluvanna VA","Charlottesville, VA Metropolitan Statistical Area",25691,1 
"51067","40220","Metro","Franklin VA","Roanoke, VA Metropolitan Statistical Area",56159,1 
"51069","49020","Metro","Frederick VA","Winchester, VA-WV Metropolitan Statistical Area",78305,1 
"51071","13980","Metro","Giles VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",17286,1 
"51073","47260","Metro","Gloucester VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",36858,1 
"51075","40060","Metro","Goochland VA","Richmond, VA Metropolitan Statistical Area",21717,1 
"51077","99999"," ","Grayson VA","99999",15533,1 
"51079","16820","Metro","Greene VA","Charlottesville, VA Metropolitan Statistical Area",18403,1 
"51081","99999"," ","Greensville VA","99999",12243,1 
"51083","99999"," ","Halifax VA","99999",36241,1 
"51085","40060","Metro","Hanover VA","Richmond, VA Metropolitan Statistical Area",99863,1 
"51087","40060","Metro","Henrico VA","Richmond, VA Metropolitan Statistical Area",306935,1 
"51089","32300","Micro","Henry VA","Martinsville, VA Micropolitan Statistical Area",54151,1 
"51091","99999"," ","Highland VA","99999",2321,1 
"51093","47260","Metro","Isle of Wight VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",35270,1 
"51095","47260","Metro","James City VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",67009,1 
"51097","40060","Metro","King and Queen VA","Richmond, VA Metropolitan Statistical Area",6945,1 
"51099","99999"," ","King George VA","99999",23584,1 
"51101","40060","Metro","King William VA","Richmond, VA Metropolitan Statistical Area",15935,1 
"51103","99999"," ","Lancaster VA","99999",11391,1 
"51105","99999"," ","Lee VA","99999",25587,1 
"51107","47900","Metro","Loudoun VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",312311,1 
"51109","40060","Metro","Louisa VA","Richmond, VA Metropolitan Statistical Area",33153,1 
"51111","99999"," ","Lunenburg VA","99999",12914,1 
"51113","99999"," ","Madison VA","99999",13308,1 
"51115","47260","Metro","Mathews VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",8978,1 
"51117","99999"," ","Mecklenburg VA","99999",32727,1 
"51119","99999"," ","Middlesex VA","99999",10959,1 
"51121","13980","Metro","Montgomery VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",94392,1 
"51125","16820","Metro","Nelson VA","Charlottesville, VA Metropolitan Statistical Area",15020,1 
"51127","40060","Metro","New Kent VA","Richmond, VA Metropolitan Statistical Area",18429,1 
"51131","99999"," ","Northampton VA","99999",12389,1 
"51133","99999"," ","Northumberland VA","99999",12330,1 
"51135","99999"," ","Nottoway VA","99999",15853,1 
"51137","99999"," ","Orange VA","99999",33481,1 
"51139","99999"," ","Page VA","99999",24042,1 
"51141","99999"," ","Patrick VA","99999",18490,1 
"51143","19260","Metro","Pittsylvania VA","Danville, VA Metropolitan Statistical Area",63506,1 
"51145","40060","Metro","Powhatan VA","Richmond, VA Metropolitan Statistical Area",28046,1 
"51147","99999"," ","Prince Edward VA","99999",23368,1 
"51149","40060","Metro","Prince George VA","Richmond, VA Metropolitan Statistical Area",35725,1 
"51153","47900","Metro","Prince William VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",402002,1 
"51155","13980","Metro","Pulaski VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",34872,1 
"51157","99999"," ","Rappahannock VA","99999",7373,1 
"51159","99999"," ","Richmond VA","99999",9254,1 
"51161","40220","Metro","Roanoke VA","Roanoke, VA Metropolitan Statistical Area",92376,1 
"51163","99999"," ","Rockbridge VA","99999",22307,1 
"51165","25500","Metro","Rockingham VA","Harrisonburg, VA Metropolitan Statistical Area",76314,1 
"51167","99999"," ","Russell VA","99999",28897,1 
"51169","28700","Metro","Scott VA","Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",23177,1 
"51171","99999"," ","Shenandoah VA","99999",41993,1 
"51173","99999"," ","Smyth VA","99999",32208,1 
"51175","99999"," ","Southampton VA","99999",18570,1 
"51177","47900","Metro","Spotsylvania VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",122397,1 
"51179","47900","Metro","Stafford VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",128961,1 
"51181","47260","Metro","Surry VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",7058,1 
"51183","40060","Metro","Sussex VA","Richmond, VA Metropolitan Statistical Area",12087,1 
"51185","14140","Micro","Tazewell VA","Bluefield, WV-VA Micropolitan Statistical Area",45078,1 
"51187","47900","Metro","Warren VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",37575,1 
"51191","28700","Metro","Washington VA","Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",54876,1 
"51193","99999"," ","Westmoreland VA","99999",17454,1 
"51195","99999"," ","Wise VA","99999",41452,1 
"51197","99999"," ","Wythe VA","99999",29235,1 
"51199","47260","Metro","York VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",65464,1 
"51510","47900","Metro","Alexandria city VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",139966,1 
"51515","31340","Metro","Bedford city VA (D)","Lynchburg, VA Metropolitan Statistical Area",6222,1 
"51520","28700","Metro","Bristol city VA","Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",17835,1 
"51530","99999"," ","Buena Vista city VA","99999",6650,1 
"51540","16820","Metro","Charlottesville city VA","Charlottesville, VA Metropolitan Statistical Area",43475,1 
"51550","47260","Metro","Chesapeake city VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",222209,1 
"51570","40060","Metro","Colonial Heights city VA","Richmond, VA Metropolitan Statistical Area",17411,1 
"51580","99999"," ","Covington city VA","99999",5961,1 
"51590","19260","Metro","Danville city VA","Danville, VA Metropolitan Statistical Area",43055,1 
"51595","99999"," ","Emporia city VA","99999",5927,1 
"51600","47900","Metro","Fairfax city VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",22565,1 
"51610","47900","Metro","Falls Church city VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",12332,1 
"51620","99999"," ","Franklin city VA","99999",8582,1 
"51630","47900","Metro","Fredericksburg city VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",24286,1 
"51640","99999"," ","Galax city VA","99999",7042,1 
"51650","47260","Metro","Hampton city VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",137436,1 
"51660","25500","Metro","Harrisonburg city VA","Harrisonburg, VA Metropolitan Statistical Area",48914,1 
"51670","40060","Metro","Hopewell city VA","Richmond, VA Metropolitan Statistical Area",22591,1 
"51678","99999"," ","Lexington city VA","99999",7042,1 
"51680","31340","Metro","Lynchburg city VA","Lynchburg, VA Metropolitan Statistical Area",75568,1 
"51683","47900","Metro","Manassas city VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",37821,1 
"51685","47900","Metro","Manassas Park city VA","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",14273,1 
"51690","32300","Micro","Martinsville city VA","Martinsville, VA Micropolitan Statistical Area",13821,1 
"51700","47260","Metro","Newport News city VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",180719,1 
"51710","47260","Metro","Norfolk city VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",242803,1 
"51720","99999"," ","Norton city VA","99999",3958,1 
"51730","40060","Metro","Petersburg city VA","Richmond, VA Metropolitan Statistical Area",32420,1 
"51735","47260","Metro","Poquoson city VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",12150,1 
"51740","47260","Metro","Portsmouth city VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",95535,1 
"51750","13980","Metro","Radford city VA","Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",16408,1 
"51760","40060","Metro","Richmond city VA","Richmond, VA Metropolitan Statistical Area",204214,1 
"51770","40220","Metro","Roanoke city VA","Roanoke, VA Metropolitan Statistical Area",97032,1 
"51775","40220","Metro","Salem city VA","Roanoke, VA Metropolitan Statistical Area",24802,1 
"51790","44420","Micro","Staunton city VA","Staunton-Waynesboro, VA Micropolitan Statistical Area",23746,1 
"51800","47260","Metro","Suffolk city VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",84585,1 
"51810","47260","Metro","Virginia Beach city VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",437994,1 
"51820","44420","Micro","Waynesboro city VA","Staunton-Waynesboro, VA Micropolitan Statistical Area",21006,1 
"51830","47260","Metro","Williamsburg city VA","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",14068,1 
"51840","49020","Metro","Winchester city VA","Winchester, VA-WV Metropolitan Statistical Area",26203,1 
"53001","99999"," ","Adams WA","99999",18728,1 
"53003","30300","Metro","Asotin WA","Lewiston, ID-WA Metropolitan Statistical Area",21623,1 
"53005","28420","Metro","Benton WA","Kennewick-Pasco-Richland, WA Metropolitan Statistical Area",175177,1 
"53007","48300","Metro","Chelan WA","Wenatchee-East Wenatchee, WA Metropolitan Statistical Area",72453,1 
"53009","38820","Micro","Clallam WA","Port Angeles, WA Micropolitan Statistical Area",71404,1 
"53011","38900","Metro","Clark WA","Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",425363,1 
"53013","99999"," ","Columbia WA","99999",4078,1 
"53015","31020","Metro","Cowlitz WA","Longview, WA Metropolitan Statistical Area",102410,1 
"53017","48300","Metro","Douglas WA","Wenatchee-East Wenatchee, WA Metropolitan Statistical Area",38431,1 
"53019","99999"," ","Ferry WA","99999",7551,1 
"53021","28420","Metro","Franklin WA","Kennewick-Pasco-Richland, WA Metropolitan Statistical Area",78163,1 
"53023","99999"," ","Garfield WA","99999",2266,1 
"53025","34180","Micro","Grant WA","Moses Lake, WA Micropolitan Statistical Area",89120,1 
"53027","10140","Micro","Grays Harbor WA","Aberdeen, WA Micropolitan Statistical Area",72797,1 
"53029","36020","Micro","Island WA","Oak Harbor, WA Micropolitan Statistical Area",78506,1 
"53031","99999"," ","Jefferson WA","99999",29872,1 
"53033","42660","Metro","King WA","Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",1931249,1 
"53035","14740","Metro","Kitsap WA","Bremerton-Silverdale, WA Metropolitan Statistical Area",251133,1 
"53037","21260","Micro","Kittitas WA","Ellensburg, WA Micropolitan Statistical Area",40915,1 
"53039","99999"," ","Klickitat WA","99999",20318,1 
"53041","16500","Micro","Lewis WA","Centralia, WA Micropolitan Statistical Area",75455,1 
"53043","99999"," ","Lincoln WA","99999",10570,1 
"53045","43220","Micro","Mason WA","Shelton, WA Micropolitan Statistical Area",60699,1 
"53047","99999"," ","Okanogan WA","99999",41120,1 
"53049","99999"," ","Pacific WA","99999",20920,1 
"53051","99999"," ","Pend Oreille WA","99999",13001,1 
"53053","42660","Metro","Pierce WA","Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",795225,1 
"53055","99999"," ","San Juan WA","99999",15769,1 
"53057","34580","Metro","Skagit WA","Mount Vernon-Anacortes, WA Metropolitan Statistical Area",116901,1 
"53059","38900","Metro","Skamania WA","Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",11066,1 
"53061","42660","Metro","Snohomish WA","Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",713335,1 
"53063","44060","Metro","Spokane WA","Spokane, WA Metropolitan Statistical Area",471221,1 
"53065","99999"," ","Stevens WA","99999",43531,1 
"53067","36500","Metro","Thurston WA","Olympia, WA Metropolitan Statistical Area",252264,1 
"53069","99999"," ","Wahkiakum WA","99999",3978,1 
"53071","47460","Micro","Walla Walla WA","Walla Walla, WA Micropolitan Statistical Area",58781,1 
"53073","13380","Metro","Whatcom WA","Bellingham, WA Metropolitan Statistical Area",201140,1 
"53075","39420","Micro","Whitman WA","Pullman, WA Micropolitan Statistical Area",44776,1 
"53077","49420","Metro","Yakima WA","Yakima, WA Metropolitan Statistical Area",243231,1 
"54001","99999"," ","Barbour WV","99999",16589,1 
"54003","25180","Metro","Berkeley WV","Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",104169,1 
"54005","16620","Metro","Boone WV","Charleston, WV Metropolitan Statistical Area",24629,1 
"54007","99999"," ","Braxton WV","99999",14523,1 
"54009","44600","Metro","Brooke WV","Steubenville-Weirton, OH-WV Metropolitan Statistical Area",24069,1 
"54011","26580","Metro","Cabell WV","Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",96319,1 
"54013","99999"," ","Calhoun WV","99999",7627,1 
"54015","16620","Metro","Clay WV","Charleston, WV Metropolitan Statistical Area",9386,1 
"54017","17220","Micro","Doddridge WV","Clarksburg, WV Micropolitan Statistical Area",8202,1 
"54019","36060","Micro","Fayette WV","Oak Hill, WV Micropolitan Statistical Area",46039,1 
"54021","99999"," ","Gilmer WV","99999",8693,1 
"54023","99999"," ","Grant WV","99999",11937,1 
"54025","99999"," ","Greenbrier WV","99999",35480,1 
"54027","49020","Metro","Hampshire WV","Winchester, VA-WV Metropolitan Statistical Area",23964,1 
